agecat,first_dose_pcttakeup,full_regimen_pcttakeup,vacc_date
12_to_19,0,0,30/12/2020
12_to_19,0,0,31/12/2020
12_to_19,0,0,1/1/2021
12_to_19,0,0,2/1/2021
12_to_19,0,0,3/1/2021
12_to_19,0,0,4/1/2021
12_to_19,0,0,5/1/2021
12_to_19,0,0,6/1/2021
12_to_19,0,0,7/1/2021
12_to_19,0,0,8/1/2021
12_to_19,0,0,9/1/2021
12_to_19,0,0,10/1/2021
12_to_19,0,0,11/1/2021
12_to_19,0,0,12/1/2021
12_to_19,0,0,13/1/2021
12_to_19,0,0,14/1/2021
12_to_19,0,0,15/1/2021
12_to_19,0,0,16/1/2021
12_to_19,0,0,17/1/2021
12_to_19,0,0,18/1/2021
12_to_19,0,0,19/1/2021
12_to_19,0,0,20/1/2021
12_to_19,0,0,21/1/2021
12_to_19,0,0,22/1/2021
12_to_19,0,0,23/1/2021
12_to_19,0,0,24/1/2021
12_to_19,0,0,25/1/2021
12_to_19,0,0,26/1/2021
12_to_19,0,0,27/1/2021
12_to_19,0,0,28/1/2021
12_to_19,0,0,29/1/2021
12_to_19,0,0,30/1/2021
12_to_19,0,0,31/1/2021
12_to_19,0,0,1/2/2021
12_to_19,0,0,2/2/2021
12_to_19,0,0,3/2/2021
12_to_19,0,0,4/2/2021
12_to_19,0,0,5/2/2021
12_to_19,1,0,6/2/2021
12_to_19,1,0,7/2/2021
12_to_19,1,0,8/2/2021
12_to_19,1,0,9/2/2021
12_to_19,1,0,10/2/2021
12_to_19,1,0,11/2/2021
12_to_19,1,0,12/2/2021
12_to_19,1,0,13/2/2021
12_to_19,1,0,14/2/2021
12_to_19,1,0,15/2/2021
12_to_19,1,0,16/2/2021
12_to_19,1,0,17/2/2021
12_to_19,1,0,18/2/2021
12_to_19,1,0,19/2/2021
12_to_19,1,0,20/2/2021
12_to_19,1,0,21/2/2021
12_to_19,1,0,22/2/2021
12_to_19,1,0,23/2/2021
12_to_19,1,0,24/2/2021
12_to_19,1,0,25/2/2021
12_to_19,1,0,26/2/2021
12_to_19,1,0,27/2/2021
12_to_19,1,0,28/2/2021
12_to_19,1,1,1/3/2021
12_to_19,1,1,2/3/2021
12_to_19,1,1,3/3/2021
12_to_19,1,1,4/3/2021
12_to_19,1,1,5/3/2021
12_to_19,1,1,6/3/2021
12_to_19,1,1,7/3/2021
12_to_19,1,1,8/3/2021
12_to_19,1,1,9/3/2021
12_to_19,1,1,10/3/2021
12_to_19,1,1,11/3/2021
12_to_19,1,1,12/3/2021
12_to_19,1,1,13/3/2021
12_to_19,1,1,14/3/2021
12_to_19,1,1,15/3/2021
12_to_19,1,1,16/3/2021
12_to_19,1,1,17/3/2021
12_to_19,1,1,18/3/2021
12_to_19,1,1,19/3/2021
12_to_19,1,1,20/3/2021
12_to_19,1,1,21/3/2021
12_to_19,1,1,22/3/2021
12_to_19,1,1,23/3/2021
12_to_19,1,1,24/3/2021
12_to_19,1,1,25/3/2021
12_to_19,1,1,26/3/2021
12_to_19,1,1,27/3/2021
12_to_19,1,1,28/3/2021
12_to_19,1,1,29/3/2021
12_to_19,1,1,30/3/2021
12_to_19,1,1,31/3/2021
12_to_19,1,1,1/4/2021
12_to_19,1,1,2/4/2021
12_to_19,1,1,3/4/2021
12_to_19,1,1,4/4/2021
12_to_19,1,1,5/4/2021
12_to_19,1,1,6/4/2021
12_to_19,1,1,7/4/2021
12_to_19,1,1,8/4/2021
12_to_19,2,1,9/4/2021
12_to_19,2,1,10/4/2021
12_to_19,2,1,11/4/2021
12_to_19,2,1,12/4/2021
12_to_19,2,1,13/4/2021
12_to_19,2,1,14/4/2021
12_to_19,2,1,15/4/2021
12_to_19,2,1,16/4/2021
12_to_19,2,1,17/4/2021
12_to_19,2,1,18/4/2021
12_to_19,2,1,19/4/2021
12_to_19,2,1,20/4/2021
12_to_19,2,1,21/4/2021
12_to_19,2,1,22/4/2021
12_to_19,2,1,23/4/2021
12_to_19,2,1,24/4/2021
12_to_19,2,1,25/4/2021
12_to_19,2,1,26/4/2021
12_to_19,2,1,27/4/2021
12_to_19,2,1,28/4/2021
12_to_19,2,1,29/4/2021
12_to_19,2,1,30/4/2021
12_to_19,2,1,1/5/2021
12_to_19,2,1,2/5/2021
12_to_19,2,1,3/5/2021
12_to_19,2,2,4/5/2021
12_to_19,2,2,5/5/2021
12_to_19,2,2,6/5/2021
12_to_19,2,2,7/5/2021
12_to_19,2,2,8/5/2021
12_to_19,3,2,9/5/2021
12_to_19,3,2,10/5/2021
12_to_19,3,2,11/5/2021
12_to_19,3,2,12/5/2021
12_to_19,3,2,13/5/2021
12_to_19,3,2,14/5/2021
12_to_19,3,2,15/5/2021
12_to_19,3,2,16/5/2021
12_to_19,3,2,17/5/2021
12_to_19,3,2,18/5/2021
12_to_19,3,2,19/5/2021
12_to_19,3,2,20/5/2021
12_to_19,3,2,21/5/2021
12_to_19,3,2,22/5/2021
12_to_19,3,2,23/5/2021
12_to_19,3,2,24/5/2021
12_to_19,4,2,25/5/2021
12_to_19,4,2,26/5/2021
12_to_19,4,2,27/5/2021
12_to_19,4,2,28/5/2021
12_to_19,4,2,29/5/2021
12_to_19,4,2,30/5/2021
12_to_19,4,2,31/5/2021
12_to_19,4,2,1/6/2021
12_to_19,4,2,2/6/2021
12_to_19,6,2,3/6/2021
12_to_19,8,2,4/6/2021
12_to_19,10,2,5/6/2021
12_to_19,12,3,6/6/2021
12_to_19,13,3,7/6/2021
12_to_19,15,3,8/6/2021
12_to_19,18,3,9/6/2021
12_to_19,21,3,10/6/2021
12_to_19,23,3,11/6/2021
12_to_19,26,3,12/6/2021
12_to_19,29,3,13/6/2021
12_to_19,32,3,14/6/2021
12_to_19,36,3,15/6/2021
12_to_19,40,3,16/6/2021
12_to_19,45,3,17/6/2021
12_to_19,49,3,18/6/2021
12_to_19,52,3,19/6/2021
12_to_19,55,3,20/6/2021
12_to_19,59,3,21/6/2021
12_to_19,61,3,22/6/2021
12_to_19,64,3,23/6/2021
12_to_19,66,3,24/6/2021
12_to_19,68,3,25/6/2021
12_to_19,69,3,26/6/2021
12_to_19,70,3,27/6/2021
12_to_19,71,3,28/6/2021
12_to_19,71,3,29/6/2021
12_to_19,72,3,30/6/2021
12_to_19,72,3,1/7/2021
12_to_19,73,3,2/7/2021
12_to_19,73,4,3/7/2021
12_to_19,74,4,4/7/2021
12_to_19,75,4,5/7/2021
12_to_19,75,4,6/7/2021
12_to_19,76,4,7/7/2021
12_to_19,77,4,8/7/2021
12_to_19,78,5,9/7/2021
12_to_19,79,6,10/7/2021
12_to_19,79,7,11/7/2021
12_to_19,79,9,12/7/2021
12_to_19,80,10,13/7/2021
12_to_19,80,12,14/7/2021
12_to_19,80,14,15/7/2021
12_to_19,80,19,16/7/2021
12_to_19,81,25,17/7/2021
12_to_19,81,30,18/7/2021
12_to_19,81,32,19/7/2021
12_to_19,81,32,20/7/2021
12_to_19,81,34,21/7/2021
12_to_19,82,37,22/7/2021
12_to_19,82,42,23/7/2021
12_to_19,82,47,24/7/2021
12_to_19,82,49,25/7/2021
12_to_19,82,51,26/7/2021
12_to_19,82,53,27/7/2021
12_to_19,83,55,28/7/2021
12_to_19,83,57,29/7/2021
12_to_19,83,59,30/7/2021
12_to_19,83,62,31/7/2021
12_to_19,83,64,1/8/2021
12_to_19,83,65,2/8/2021
12_to_19,83,67,3/8/2021
12_to_19,84,68,4/8/2021
12_to_19,84,70,5/8/2021
12_to_19,84,73,6/8/2021
12_to_19,84,75,7/8/2021
12_to_19,84,77,8/8/2021
12_to_19,84,77,9/8/2021
12_to_19,85,78,10/8/2021
12_to_19,85,78,11/8/2021
12_to_19,85,78,12/8/2021
12_to_19,85,79,13/8/2021
12_to_19,86,80,14/8/2021
12_to_19,86,80,15/8/2021
12_to_19,86,80,16/8/2021
12_to_19,86,81,17/8/2021
12_to_19,86,81,18/8/2021
12_to_19,86,81,19/8/2021
12_to_19,87,81,20/8/2021
12_to_19,87,81,21/8/2021
12_to_19,87,82,22/8/2021
12_to_19,87,82,23/8/2021
12_to_19,87,82,24/8/2021
12_to_19,87,82,25/8/2021
12_to_19,87,82,26/8/2021
12_to_19,87,82,27/8/2021
12_to_19,88,83,28/8/2021
12_to_19,88,83,29/8/2021
12_to_19,88,83,30/8/2021
12_to_19,88,83,31/8/2021
12_to_19,88,83,1/9/2021
12_to_19,88,84,2/9/2021
12_to_19,88,84,3/9/2021
12_to_19,88,85,4/9/2021
12_to_19,88,85,5/9/2021
12_to_19,88,85,6/9/2021
12_to_19,88,85,7/9/2021
12_to_19,88,85,8/9/2021
12_to_19,89,85,9/9/2021
12_to_19,89,86,10/9/2021
12_to_19,89,86,11/9/2021
12_to_19,89,86,12/9/2021
12_to_19,89,86,13/9/2021
12_to_19,89,86,14/9/2021
12_to_19,89,86,15/9/2021
12_to_19,89,86,16/9/2021
12_to_19,89,86,17/9/2021
12_to_19,89,87,18/9/2021
12_to_19,89,87,19/9/2021
12_to_19,89,87,20/9/2021
12_to_19,89,87,21/9/2021
12_to_19,89,87,22/9/2021
12_to_19,89,87,23/9/2021
12_to_19,89,87,24/9/2021
12_to_19,89,87,25/9/2021
12_to_19,89,87,26/9/2021
12_to_19,89,87,27/9/2021
12_to_19,89,87,28/9/2021
12_to_19,89,88,29/9/2021
12_to_19,90,88,30/9/2021
12_to_19,90,88,1/10/2021
12_to_19,90,88,2/10/2021
12_to_19,90,88,3/10/2021
12_to_19,90,88,4/10/2021
12_to_19,90,88,5/10/2021
12_to_19,90,88,6/10/2021
12_to_19,90,88,7/10/2021
12_to_19,90,88,8/10/2021
12_to_19,91,88,9/10/2021
12_to_19,91,88,10/10/2021
12_to_19,91,88,11/10/2021
12_to_19,91,88,12/10/2021
12_to_19,91,88,13/10/2021
12_to_19,91,89,14/10/2021
12_to_19,92,89,15/10/2021
12_to_19,92,89,16/10/2021
12_to_19,92,89,17/10/2021
12_to_19,92,89,18/10/2021
12_to_19,92,89,19/10/2021
12_to_19,92,89,20/10/2021
12_to_19,92,89,21/10/2021
12_to_19,92,89,22/10/2021
12_to_19,92,89,23/10/2021
12_to_19,92,89,24/10/2021
12_to_19,92,89,25/10/2021
12_to_19,92,89,26/10/2021
12_to_19,93,89,27/10/2021
12_to_19,93,89,28/10/2021
12_to_19,93,90,29/10/2021
12_to_19,93,90,30/10/2021
12_to_19,93,90,31/10/2021
12_to_19,93,90,1/11/2021
12_to_19,93,90,2/11/2021
12_to_19,93,90,3/11/2021
12_to_19,93,90,4/11/2021
12_to_19,93,91,5/11/2021
12_to_19,93,91,6/11/2021
12_to_19,93,91,7/11/2021
12_to_19,93,91,8/11/2021
12_to_19,93,91,9/11/2021
12_to_19,93,91,10/11/2021
12_to_19,93,91,11/11/2021
12_to_19,93,92,12/11/2021
12_to_19,94,92,13/11/2021
12_to_19,94,92,14/11/2021
12_to_19,94,92,15/11/2021
12_to_19,94,92,16/11/2021
12_to_19,94,92,17/11/2021
12_to_19,94,92,18/11/2021
12_to_19,94,92,19/11/2021
12_to_19,94,92,20/11/2021
12_to_19,94,92,21/11/2021
12_to_19,94,92,22/11/2021
12_to_19,94,92,23/11/2021
12_to_19,94,92,24/11/2021
12_to_19,94,92,25/11/2021
12_to_19,94,92,26/11/2021
12_to_19,94,93,27/11/2021
12_to_19,94,93,28/11/2021
12_to_19,94,93,29/11/2021
12_to_19,95,93,30/11/2021
12_to_19,95,93,1/12/2021
12_to_19,95,93,2/12/2021
12_to_19,95,93,3/12/2021
12_to_19,95,93,4/12/2021
12_to_19,95,93,5/12/2021
12_to_19,95,93,6/12/2021
12_to_19,95,93,7/12/2021
12_to_19,95,93,8/12/2021
12_to_19,95,93,9/12/2021
12_to_19,95,93,10/12/2021
12_to_19,95,94,11/12/2021
12_to_19,95,94,12/12/2021
12_to_19,95,94,13/12/2021
12_to_19,95,94,14/12/2021
12_to_19,95,94,15/12/2021
12_to_19,95,94,16/12/2021
12_to_19,95,94,17/12/2021
12_to_19,95,94,18/12/2021
12_to_19,95,94,19/12/2021
12_to_19,95,94,20/12/2021
12_to_19,95,94,21/12/2021
12_to_19,96,94,22/12/2021
12_to_19,96,94,23/12/2021
20_to_29,0,0,30/12/2020
20_to_29,0,0,31/12/2020
20_to_29,0,0,1/1/2021
20_to_29,0,0,2/1/2021
20_to_29,0,0,3/1/2021
20_to_29,0,0,4/1/2021
20_to_29,0,0,5/1/2021
20_to_29,0,0,6/1/2021
20_to_29,0,0,7/1/2021
20_to_29,0,0,8/1/2021
20_to_29,0,0,9/1/2021
20_to_29,0,0,10/1/2021
20_to_29,0,0,11/1/2021
20_to_29,0,0,12/1/2021
20_to_29,0,0,13/1/2021
20_to_29,0,0,14/1/2021
20_to_29,0,0,15/1/2021
20_to_29,1,0,16/1/2021
20_to_29,1,0,17/1/2021
20_to_29,1,0,18/1/2021
20_to_29,1,0,19/1/2021
20_to_29,1,0,20/1/2021
20_to_29,1,0,21/1/2021
20_to_29,2,0,22/1/2021
20_to_29,2,0,23/1/2021
20_to_29,2,0,24/1/2021
20_to_29,2,0,25/1/2021
20_to_29,3,0,26/1/2021
20_to_29,3,0,27/1/2021
20_to_29,3,0,28/1/2021
20_to_29,4,0,29/1/2021
20_to_29,4,0,30/1/2021
20_to_29,4,0,31/1/2021
20_to_29,4,0,1/2/2021
20_to_29,5,0,2/2/2021
20_to_29,5,0,3/2/2021
20_to_29,5,0,4/2/2021
20_to_29,6,0,5/2/2021
20_to_29,6,0,6/2/2021
20_to_29,6,0,7/2/2021
20_to_29,6,1,8/2/2021
20_to_29,6,1,9/2/2021
20_to_29,6,1,10/2/2021
20_to_29,6,1,11/2/2021
20_to_29,6,1,12/2/2021
20_to_29,6,1,13/2/2021
20_to_29,6,1,14/2/2021
20_to_29,6,2,15/2/2021
20_to_29,6,2,16/2/2021
20_to_29,6,2,17/2/2021
20_to_29,6,3,18/2/2021
20_to_29,7,3,19/2/2021
20_to_29,7,3,20/2/2021
20_to_29,7,4,21/2/2021
20_to_29,7,4,22/2/2021
20_to_29,7,4,23/2/2021
20_to_29,7,5,24/2/2021
20_to_29,7,5,25/2/2021
20_to_29,7,5,26/2/2021
20_to_29,7,5,27/2/2021
20_to_29,7,6,28/2/2021
20_to_29,7,6,1/3/2021
20_to_29,8,6,2/3/2021
20_to_29,8,6,3/3/2021
20_to_29,8,6,4/3/2021
20_to_29,8,6,5/3/2021
20_to_29,8,6,6/3/2021
20_to_29,8,6,7/3/2021
20_to_29,8,6,8/3/2021
20_to_29,9,6,9/3/2021
20_to_29,9,6,10/3/2021
20_to_29,9,6,11/3/2021
20_to_29,9,6,12/3/2021
20_to_29,9,6,13/3/2021
20_to_29,9,6,14/3/2021
20_to_29,10,7,15/3/2021
20_to_29,10,7,16/3/2021
20_to_29,10,7,17/3/2021
20_to_29,11,7,18/3/2021
20_to_29,11,7,19/3/2021
20_to_29,11,7,20/3/2021
20_to_29,11,7,21/3/2021
20_to_29,11,7,22/3/2021
20_to_29,11,7,23/3/2021
20_to_29,12,8,24/3/2021
20_to_29,12,8,25/3/2021
20_to_29,12,8,26/3/2021
20_to_29,12,8,27/3/2021
20_to_29,12,8,28/3/2021
20_to_29,12,8,29/3/2021
20_to_29,13,8,30/3/2021
20_to_29,13,9,31/3/2021
20_to_29,13,9,1/4/2021
20_to_29,13,9,2/4/2021
20_to_29,13,9,3/4/2021
20_to_29,13,9,4/4/2021
20_to_29,13,9,5/4/2021
20_to_29,13,9,6/4/2021
20_to_29,14,10,7/4/2021
20_to_29,14,10,8/4/2021
20_to_29,14,10,9/4/2021
20_to_29,14,11,10/4/2021
20_to_29,14,11,11/4/2021
20_to_29,14,11,12/4/2021
20_to_29,15,11,13/4/2021
20_to_29,15,11,14/4/2021
20_to_29,15,12,15/4/2021
20_to_29,15,12,16/4/2021
20_to_29,15,12,17/4/2021
20_to_29,15,12,18/4/2021
20_to_29,15,12,19/4/2021
20_to_29,15,12,20/4/2021
20_to_29,16,12,21/4/2021
20_to_29,16,13,22/4/2021
20_to_29,16,13,23/4/2021
20_to_29,16,13,24/4/2021
20_to_29,16,13,25/4/2021
20_to_29,16,13,26/4/2021
20_to_29,16,13,27/4/2021
20_to_29,17,13,28/4/2021
20_to_29,17,14,29/4/2021
20_to_29,17,14,30/4/2021
20_to_29,17,14,1/5/2021
20_to_29,17,14,2/5/2021
20_to_29,17,14,3/5/2021
20_to_29,18,14,4/5/2021
20_to_29,18,14,5/5/2021
20_to_29,18,14,6/5/2021
20_to_29,18,14,7/5/2021
20_to_29,19,14,8/5/2021
20_to_29,19,14,9/5/2021
20_to_29,19,15,10/5/2021
20_to_29,20,15,11/5/2021
20_to_29,20,15,12/5/2021
20_to_29,20,15,13/5/2021
20_to_29,20,15,14/5/2021
20_to_29,21,15,15/5/2021
20_to_29,21,15,16/5/2021
20_to_29,21,15,17/5/2021
20_to_29,22,15,18/5/2021
20_to_29,22,16,19/5/2021
20_to_29,22,16,20/5/2021
20_to_29,23,16,21/5/2021
20_to_29,23,16,22/5/2021
20_to_29,23,16,23/5/2021
20_to_29,24,16,24/5/2021
20_to_29,24,17,25/5/2021
20_to_29,24,17,26/5/2021
20_to_29,25,17,27/5/2021
20_to_29,25,17,28/5/2021
20_to_29,25,17,29/5/2021
20_to_29,26,17,30/5/2021
20_to_29,26,17,31/5/2021
20_to_29,26,18,1/6/2021
20_to_29,26,18,2/6/2021
20_to_29,27,18,3/6/2021
20_to_29,27,19,4/6/2021
20_to_29,27,19,5/6/2021
20_to_29,27,19,6/6/2021
20_to_29,28,19,7/6/2021
20_to_29,28,20,8/6/2021
20_to_29,29,20,9/6/2021
20_to_29,29,20,10/6/2021
20_to_29,30,21,11/6/2021
20_to_29,31,21,12/6/2021
20_to_29,31,21,13/6/2021
20_to_29,32,22,14/6/2021
20_to_29,33,22,15/6/2021
20_to_29,34,22,16/6/2021
20_to_29,35,23,17/6/2021
20_to_29,36,23,18/6/2021
20_to_29,37,23,19/6/2021
20_to_29,38,24,20/6/2021
20_to_29,39,24,21/6/2021
20_to_29,40,25,22/6/2021
20_to_29,42,25,23/6/2021
20_to_29,43,25,24/6/2021
20_to_29,44,25,25/6/2021
20_to_29,47,26,26/6/2021
20_to_29,49,26,27/6/2021
20_to_29,51,26,28/6/2021
20_to_29,52,27,29/6/2021
20_to_29,54,27,30/6/2021
20_to_29,56,27,1/7/2021
20_to_29,59,27,2/7/2021
20_to_29,61,28,3/7/2021
20_to_29,63,28,4/7/2021
20_to_29,65,28,5/7/2021
20_to_29,67,29,6/7/2021
20_to_29,69,29,7/7/2021
20_to_29,71,29,8/7/2021
20_to_29,73,30,9/7/2021
20_to_29,75,30,10/7/2021
20_to_29,77,31,11/7/2021
20_to_29,78,31,12/7/2021
20_to_29,79,32,13/7/2021
20_to_29,80,33,14/7/2021
20_to_29,81,33,15/7/2021
20_to_29,82,34,16/7/2021
20_to_29,83,35,17/7/2021
20_to_29,83,36,18/7/2021
20_to_29,84,37,19/7/2021
20_to_29,84,37,20/7/2021
20_to_29,84,39,21/7/2021
20_to_29,85,41,22/7/2021
20_to_29,85,42,23/7/2021
20_to_29,86,44,24/7/2021
20_to_29,86,46,25/7/2021
20_to_29,87,48,26/7/2021
20_to_29,87,49,27/7/2021
20_to_29,87,50,28/7/2021
20_to_29,88,52,29/7/2021
20_to_29,88,54,30/7/2021
20_to_29,88,56,31/7/2021
20_to_29,88,58,1/8/2021
20_to_29,88,60,2/8/2021
20_to_29,89,62,3/8/2021
20_to_29,89,64,4/8/2021
20_to_29,89,66,5/8/2021
20_to_29,89,68,6/8/2021
20_to_29,90,70,7/8/2021
20_to_29,90,72,8/8/2021
20_to_29,90,73,9/8/2021
20_to_29,90,75,10/8/2021
20_to_29,91,76,11/8/2021
20_to_29,91,77,12/8/2021
20_to_29,91,79,13/8/2021
20_to_29,91,81,14/8/2021
20_to_29,92,82,15/8/2021
20_to_29,92,83,16/8/2021
20_to_29,92,83,17/8/2021
20_to_29,92,84,18/8/2021
20_to_29,92,84,19/8/2021
20_to_29,93,85,20/8/2021
20_to_29,93,85,21/8/2021
20_to_29,93,85,22/8/2021
20_to_29,93,86,23/8/2021
20_to_29,93,86,24/8/2021
20_to_29,93,86,25/8/2021
20_to_29,93,87,26/8/2021
20_to_29,93,87,27/8/2021
20_to_29,94,87,28/8/2021
20_to_29,94,87,29/8/2021
20_to_29,94,88,30/8/2021
20_to_29,94,88,31/8/2021
20_to_29,94,88,1/9/2021
20_to_29,94,88,2/9/2021
20_to_29,94,89,3/9/2021
20_to_29,94,89,4/9/2021
20_to_29,94,89,5/9/2021
20_to_29,94,90,6/9/2021
20_to_29,94,90,7/9/2021
20_to_29,94,90,8/9/2021
20_to_29,94,90,9/9/2021
20_to_29,94,90,10/9/2021
20_to_29,94,91,11/9/2021
20_to_29,95,91,12/9/2021
20_to_29,95,91,13/9/2021
20_to_29,95,91,14/9/2021
20_to_29,95,91,15/9/2021
20_to_29,95,91,16/9/2021
20_to_29,95,91,17/9/2021
20_to_29,95,92,18/9/2021
20_to_29,95,92,19/9/2021
20_to_29,95,92,20/9/2021
20_to_29,95,92,21/9/2021
20_to_29,95,92,22/9/2021
20_to_29,95,92,23/9/2021
20_to_29,95,92,24/9/2021
20_to_29,95,92,25/9/2021
20_to_29,95,92,26/9/2021
20_to_29,95,92,27/9/2021
20_to_29,95,92,28/9/2021
20_to_29,95,92,29/9/2021
20_to_29,95,93,30/9/2021
20_to_29,95,93,1/10/2021
20_to_29,95,93,2/10/2021
20_to_29,95,93,3/10/2021
20_to_29,95,93,4/10/2021
20_to_29,95,93,5/10/2021
20_to_29,95,93,6/10/2021
20_to_29,96,93,7/10/2021
20_to_29,96,93,8/10/2021
20_to_29,96,93,9/10/2021
20_to_29,96,93,10/10/2021
20_to_29,96,93,11/10/2021
20_to_29,96,93,12/10/2021
20_to_29,96,93,13/10/2021
20_to_29,96,93,14/10/2021
20_to_29,96,93,15/10/2021
20_to_29,96,94,16/10/2021
20_to_29,96,94,17/10/2021
20_to_29,96,94,18/10/2021
20_to_29,96,94,19/10/2021
20_to_29,96,94,20/10/2021
20_to_29,96,94,21/10/2021
20_to_29,96,94,22/10/2021
20_to_29,96,94,23/10/2021
20_to_29,96,94,24/10/2021
20_to_29,96,94,25/10/2021
20_to_29,96,94,26/10/2021
20_to_29,96,94,27/10/2021
20_to_29,96,94,28/10/2021
20_to_29,96,94,29/10/2021
20_to_29,96,94,30/10/2021
20_to_29,96,94,31/10/2021
20_to_29,96,94,1/11/2021
20_to_29,96,94,2/11/2021
20_to_29,96,94,3/11/2021
20_to_29,96,94,4/11/2021
20_to_29,96,94,5/11/2021
20_to_29,96,95,6/11/2021
20_to_29,96,95,7/11/2021
20_to_29,97,95,8/11/2021
20_to_29,97,95,9/11/2021
20_to_29,97,95,10/11/2021
20_to_29,97,95,11/11/2021
20_to_29,97,95,12/11/2021
20_to_29,97,95,13/11/2021
20_to_29,97,95,14/11/2021
20_to_29,97,95,15/11/2021
20_to_29,97,95,16/11/2021
20_to_29,97,95,17/11/2021
20_to_29,97,95,18/11/2021
20_to_29,97,95,19/11/2021
20_to_29,97,95,20/11/2021
20_to_29,97,95,21/11/2021
20_to_29,97,95,22/11/2021
20_to_29,97,95,23/11/2021
20_to_29,97,95,24/11/2021
20_to_29,97,96,25/11/2021
20_to_29,97,96,26/11/2021
20_to_29,97,96,27/11/2021
20_to_29,97,96,28/11/2021
20_to_29,97,96,29/11/2021
20_to_29,97,96,30/11/2021
20_to_29,97,96,1/12/2021
20_to_29,97,96,2/12/2021
20_to_29,97,96,3/12/2021
20_to_29,97,96,4/12/2021
20_to_29,97,96,5/12/2021
20_to_29,97,96,6/12/2021
20_to_29,97,96,7/12/2021
20_to_29,97,96,8/12/2021
20_to_29,97,96,9/12/2021
20_to_29,97,96,10/12/2021
20_to_29,97,97,11/12/2021
20_to_29,97,97,12/12/2021
20_to_29,97,97,13/12/2021
20_to_29,97,97,14/12/2021
20_to_29,97,97,15/12/2021
20_to_29,97,97,16/12/2021
20_to_29,97,97,17/12/2021
20_to_29,97,97,18/12/2021
20_to_29,97,97,19/12/2021
20_to_29,97,97,20/12/2021
20_to_29,97,97,21/12/2021
20_to_29,97,97,22/12/2021
20_to_29,97,97,23/12/2021
30_to_39,0,0,30/12/2020
30_to_39,0,0,31/12/2020
30_to_39,0,0,1/1/2021
30_to_39,0,0,2/1/2021
